Name,Min_OS,Recom_OS,Min_Direct_X,Min_HDD_Space,Recom_CPU_Max_Temp,Recom_HDD_Space,Min_CPU_Lithography,Min_CPU_Physical_Cores,Recom_CPU_CPU_Speed,Recom_CPU_Lithography,Recom_CPU_Max_Temp,Min_GPU_Memory,Min_GPU_Memory_Speed,Min_GPU_Direct_X,Min_GPU_Pixel_Rate,Min_GPU_Texture_Rate,Min_GPU_Memory_Bandwidth
Castlevania: Lords of Shadow 2,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,10 GB,71.0,10 GB,65.0,2.0,2.465,45.0,71.0,128.0,255.0,10.05,4.0,14.0,8.15
State Of Decay 2: Juggernaut Edition,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,16 GB,36.5,30 GB,32.0,5.0,3.6,27.0,36.5,2048.0,1351.0,11.1,32.5,89.5,172.95
Life of Rome,Windows 7 64-bit,Windows 8 64-bit,DirectX 10,30 GB,33.5,30 GB,65.0,4.0,3.6,27.0,33.5,512.0,900.0,10.05,11.0,32.0,86.4
Drive,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,37.0,2 GB,65.0,2.0,3.23,45.0,37.0,128.0,255.0,10.05,4.0,14.0,8.15
Lords Of Football,Windows Vista 32-bit,Windows 7 64-bit,DirectX 9,9 GB,72.0,9 GB,65.0,2.0,3.115,45.0,72.0,640.0,600.0,10.05,1.0,2.5,12.8
Tribes of Midgard,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,8 GB,36.5,8 GB,32.0,5.0,3.15,32.0,36.5,1024.0,1063.0,11.05,21.0,42.5,100.05
The Sexy Brutale,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,3 GB,36.5,40 GB,27.0,6.0,3.35,23.0,36.5,2048.0,1351.0,11.1,26.5,69.0,148.89999999999998
Fifos Night,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,2 GB,36.5,2 GB,32.0,4.0,2.95,22.0,36.5,1536.0,1251.0,11.05,25.0,60.0,136.1
Rays The Dead,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,37.0,2 GB,65.0,2.0,3.23,45.0,37.0,128.0,255.0,10.05,4.0,14.0,8.15
Among Us,Windows 7 32-bit,Windows 10 64-bit,DirectX 10,0MB,70.5,0MB,55.0,2.0,2.4,55.0,70.5,256.0,600.0,10.0,2.0,3.0,8.0
Sir You Are Being Hunted,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,0MB,73.0,0MB,65.0,2.0,2.315,55.0,73.0,640.0,800.0,10.5,3.0,8.5,18.4
GORN,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,2 GB,36.5,2 GB,27.0,6.0,3.3,18.0,36.5,4096.0,1751.5,12.0,53.0,141.0,224.2
1971 Project Helios,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,3 GB,0.0,3 GB,38.5,4.0,3.8,14.0,0.0,1792.0,1101.0,11.55,34.5,64.5,173.0
Rebel Galaxy Outlaw,Windows Vista 64-bit,Windows 7 64-bit,DirectX 9,20 GB,36.5,20 GB,38.5,2.5,3.3,32.0,36.5,1024.0,950.0,11.5,23.5,37.5,121.6
Rocksmith - Tone Customization - Time Saver Pack,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,1 GB,67.0,1 GB,77.5,2.0,2.88,65.0,67.0,256.0,700.0,10.0,3.5,7.5,22.4
Maiden and Spell,Windows 7 32-bit,Windows 10 64-bit,DirectX 10,0MB,30.5,0MB,180.0,1.0,2.8,55.0,30.5,256.0,600.0,10.0,2.0,3.0,8.0
Monster Energy Supercross - The Official Videogame 3,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,10 GB,33.5,10 GB,25.0,4.0,3.55,18.0,33.5,2048.0,1451.0,11.55,33.5,91.5,185.75
Syrian Warfare,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,10 GB,73.5,10 GB,32.0,3.0,3.6,27.0,73.5,1024.0,937.5,10.55,8.5,23.5,76.8
Your Chronicle,Windows 7 64-bit,Windows 10 64-bit,DirectX 10,1 GB,32.5,1 GB,38.5,2.5,3.2,33.5,32.5,256.0,250.0,10.05,2.0,3.5,2.0
Total War: Rome II - Empire Divided,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,35 GB,66.0,35 GB,65.0,2.0,2.95,38.5,66.0,384.0,750.0,10.05,3.0,7.0,17.6
NBA 2K18,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,70 GB,36.5,70 GB,38.5,3.0,3.55,27.0,36.5,1024.0,950.0,11.0,13.5,26.5,49.6
Halfway,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,66.5,1 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Total War Saga: Troy,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,26 GB,50.0,26 GB,55.0,2.5,3.45,13.0,50.0,1024.0,1050.0,11.5,18.0,36.0,96.0
Friday the 13th: Killer Puzzle - Episode 6: Slayground,Windows 7 32-bit,Windows 10 64-bit,DirectX 9,0MB,30.5,0MB,155.0,1.0,2.7,55.0,30.5,384.0,600.0,10.0,2.0,3.0,9.6
Malicious Payload,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,2 GB,50.0,2 GB,27.0,6.0,3.4,14.0,50.0,4096.0,1751.5,12.0,53.5,152.5,224.2
Anno 2070: The Development,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,5 GB,31.0,5 GB,77.5,2.0,3.1500000000000004,55.0,31.0,768.0,850.0,11.0,3.0,5.5,13.6
Arcade Tycoon,Windows 7 64-bit,Windows 10 64-bit,DirectX 10,1.5 GB,32.5,1.5 GB,38.5,3.0,2.8,38.5,32.5,512.0,700.0,10.5,1.5,3.0,22.4
Rocksmith - Ultimate Time Saver Bundle,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,1 GB,67.0,1 GB,77.5,2.0,2.88,65.0,67.0,256.0,700.0,10.0,3.5,7.5,22.4
Half-Life 2: Episode 1,Windows XP 32-bit,0,DirectX 9,1.5 GB,32.5,4.5 GB,180.0,1.0,2.4,90.0,32.5,128.0,200.0,10.0,2.0,3.0,3.2
The Falconeer,Windows 10 64-bit,Windows 7 64-bit,DirectX 11,5 GB,36.5,5 GB,25.0,3.0,3.75,27.0,36.5,1536.0,1351.0,11.05,19.5,58.5,110.5
Almighty: Kill Your Gods,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,10 GB,47.5,10 GB,22.0,4.0,3.3,10.5,47.5,2048.0,1526.5,11.65,36.0,70.5,142.5
Left 4 Dead 2,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,7.5 GB,72.5,7.5 GB,130.0,1.0,2.3,77.5,72.5,256.0,750.0,9.5,1.5,3.5,24.0
Jotun,Windows 7 32-bit,Windows 7 64-bit,DirectX 10,10 GB,66.5,8 GB,180.0,1.0,2.1,77.5,66.5,384.0,250.0,10.0,2.0,3.5,2.0
Call of Duty: Modern Warfare 2 Remastered,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,80 GB,36.5,80 GB,27.0,4.0,3.45,23.0,36.5,2560.0,1376.0,11.1,28.5,100.0,216.15
unwind,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Failspace,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,5 GB,0.0,5 GB,27.0,6.0,3.1500000000000004,14.0,0.0,4096.0,1751.5,12.0,54.5,158.0,224.2
Pneuma: Breath of Life,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Life Is Feudal,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,5 GB,67.5,10 GB,38.5,3.0,3.35,38.5,67.5,1024.0,950.0,11.5,22.5,45.0,121.6
Dragon Age: The Last Court,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Monochroma,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,4 GB,66.5,4 GB,155.0,1.0,2.1,77.5,66.5,256.0,200.0,10.1,2.5,2.5,3.2
Ninja Guy,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Call of Duty Warzone,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,175 GB,36.5,175 GB,27.0,4.0,3.45,23.0,36.5,2560.0,1376.0,11.1,28.5,100.0,216.15
Haydee,Windows Vista 64-bit,Windows 7 64-bit,DirectX 11,1 GB,68.5,1 GB,55.0,2.5,2.45,29.5,68.5,1024.0,1001.0,11.0,13.0,28.5,64.05000000000001
Forbidden Sanctity,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Apollo4X,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Lethal VR,Windows 10 64-bit,Windows 10 64-bit,,0MB,36.5,0MB,27.0,6.0,3.8,27.0,36.5,6144.0,1626.5,12.0,65.0,141.5,304.2
Tools Up!,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,3 GB,73.5,3 GB,32.0,3.0,3.5,32.0,73.5,1024.0,950.0,11.0,4.0,14.5,46.4
Backstage Press,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Freeman: Guerrilla Warfare,Windows 7 64-bit,Windows 10 64-bit,DirectX 10,8 GB,36.5,10 GB,32.0,6.0,3.75,18.0,36.5,2048.0,1476.0,11.55,33.5,109.5,188.95
Battlefield 2042,Windows 10 64-bit,Windows 10 64-bit,DirectX 12,100 GB,36.5,100 GB,10.5,5.0,3.65,17.0,36.5,4096.0,1751.0,12.05,32.5,74.5,112.05
Clash: Artifacts of Chaos,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,36.5,40 GB,38.5,3.0,3.75,27.0,36.5,2048.0,1487.5,11.6,17.5,53.5,95.2
Wolfenstein: Youngblood,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,40 GB,36.5,40 GB,18.0,4.0,3.5,18.0,36.5,3072.0,1501.0,11.6,48.0,145.5,272.15
ShootMania Storm,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,36.0,2 GB,180.0,1.0,2.55,65.0,36.0,128.0,250.0,9.5,1.5,1.5,8.0
Tales From The Borderlands: Episode 1 - Zer0 Sum,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,36.5,2 GB,155.0,1.0,2.5,65.0,36.5,768.0,550.0,10.1,3.5,10.5,14.4
Company of Heroes 2,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,30 GB,71.5,30 GB,65.0,2.0,2.8,38.5,71.5,512.0,864.0,10.0,11.0,23.0,81.8
Destination Sol,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Dice Legacy,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,2 GB,0.0,2 GB,23.0,2.0,3.55,14.0,0.0,1536.0,1313.5,11.1,19.0,54.5,108.1
Clones,Windows 7 32-bit,0,DirectX 9,0MB,0.0,0MB,180.0,1.0,2.1585,130.0,0.0,128.0,133.0,9.0,0.0,0.0,1.05
South Park: Stick of Truth - Super Samurai Spaceman,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,6 GB,72.0,6 GB,65.0,2.0,2.88,45.0,72.0,640.0,810.0,10.1,7.5,12.0,25.950000000000003
Sleeping Dogs: Nightmare in North Point,Windows Vista 32-bit,Windows 7 64-bit,DirectX 10,1 GB,35.0,1 GB,65.0,2.0,2.215,65.0,35.0,768.0,900.5,11.0,14.5,25.0,76.85
RE:OZMA,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,0MB,72.0,1 GB,45.0,2.0,2.85,38.5,72.0,1024.0,1026.0,11.0,12.0,25.0,65.65
Visage,Windows 7 64-bit,Windows 10 32-bit,DirectX 10,10 GB,50.0,10 GB,14.0,3.0,3.5,14.0,50.0,2048.0,1526.5,12.05,34.5,59.5,142.5
Constantine,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,0.0,2 GB,155.0,1.0,1.7915,130.0,0.0,128.0,600.0,10.0,2.0,3.0,3.2
Rage Some More!,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Tiny Tina's Wonderlands,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,75 GB,36.5,75 GB,27.0,6.0,3.4,17.0,36.5,3072.0,1701.5,12.05,38.5,114.5,161.7
Shadowgate,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,0,60.0,0,65.0,2.0,2.66,65.0,60.0,128.0,255.0,10.05,4.0,14.0,8.15
Call Of Duty: Ghosts - Nemesis,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,40 GB,71.0,40 GB,55.0,2.5,2.58,45.0,71.0,1024.0,1051.0,11.0,20.0,46.5,105.65
Aliens: Fireteam,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,30 GB,84.0,30 GB,38.5,3.0,3.4000000000000004,18.0,84.0,1024.0,1187.5,11.1,16.5,37.0,76.0
Sanctum 2: Ruins Of Brightholme,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,2 GB,71.0,2 GB,77.5,2.0,2.5,55.0,71.0,512.0,850.0,9.5,2.5,5.5,38.4
Cruelty Squad,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,1 GB,36.5,1 GB,13.0,4.0,3.75,27.0,36.5,3072.0,1751.0,12.05,33.0,62.5,56.05
Headspun,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,7.5 GB,71.0,7.5 GB,30.0,3.0,2.45,55.0,71.0,960.0,1074.5,10.5,13.5,31.0,92.75
Deus Ex 3: Explosive Mission Pack,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,1 GB,35.5,1 GB,65.0,2.0,2.9,55.0,35.5,448.0,814.0,10.0,9.5,19.0,72.2
Power of Defense,Windows 7 32-bit,0,DirectX 9,0MB,0.0,0MB,180.0,1.0,2.5835,110.0,0.0,192.0,337.5,9.0,0.0,0.0,5.4
Star Wars: BattleCry,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,37.0,2 GB,65.0,2.0,3.23,45.0,37.0,128.0,255.0,10.05,4.0,14.0,8.15
Blood Spear,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,2 GB,102.5,2 GB,14.0,8.0,2.9,10.5,102.5,3072.0,1751.0,12.05,33.0,62.5,56.05
Zeit Squared,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,72.0,1 GB,65.0,2.0,2.365,77.5,72.0,256.0,830.0,9.0,0.0,0.0,53.1
The Binding of Isaac: Rebirth,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0,66.5,0,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
F.E.A.R. Extraction Point,Windows XP 32-bit,0,DirectX 9,3.5 GB,0.0,4 GB,180.0,1.0,2.5835,110.0,0.0,128.0,133.0,9.0,0.0,0.0,1.05
Steep: Rocket Wings,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,25 GB,52.5,25 GB,32.0,5.0,3.75,27.0,52.5,2048.0,1376.0,11.55,20.5,69.5,112.1
Moons of Ventocia,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,5 GB,68.0,5 GB,38.5,3.0,2.55,38.5,68.0,1024.0,901.0,11.0,9.0,19.0,43.25
Eve Online: Rubicon,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,20 GB,65.0,20 GB,65.0,2.0,3.03,45.0,65.0,384.0,1075.0,10.0,4.0,9.0,34.4
Explodemon!,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,66.5,3 GB,65.0,2.0,1.9,77.5,66.5,256.0,450.0,10.0,3.0,4.5,14.4
City of Steam,Windows XP 32-bit,Windows Vista 32-bit,DirectX 9,2 GB,66.5,2 GB,155.0,1.0,2.1,77.5,66.5,384.0,400.0,10.05,2.0,3.5,6.4
Wire Lips,Windows 7 64-bit,Windows 10 64-bit,DirectX 9,1 GB,67.0,1 GB,45.0,4.0,2.95,32.0,67.0,1024.0,950.0,11.0,4.0,14.5,46.4
Sherlock Holmes: The Devils Daughter,Windows 7 64-bit,Windows 7 64-bit,DirectX 11,20 GB,70.0,20 GB,32.0,3.0,3.1,30.0,70.0,1024.0,1251.0,11.05,20.5,50.0,112.15
Galactic Civilizations III,Windows 7 64-bit,Windows 7 64-bit,DirectX 9,12 GB,71.5,15 GB,65.0,4.0,2.8,38.5,71.5,2048.0,850.0,11.0,8.5,15.0,33.6
The Great Paper Adventure,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Cafe 0: The Drowned Mermaid,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Ravenfield,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,15 GB,67.0,15 GB,38.5,3.0,2.95,38.5,67.0,1536.0,1187.5,11.6,6.5,15.0,56.0
The Few,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Karos,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Professional Farmer 2014,Windows XP 32-bit,Windows XP 64-bit,DirectX 9,4 GB,35.0,4 GB,65.0,2.0,2.215,65.0,35.0,256.0,650.0,9.55,4.5,6.0,28.8
Worms Clan Wars,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,66.5,2 GB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Scare,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
World War 3,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,35 GB,36.5,35 GB,32.0,6.0,3.6,18.0,36.5,2048.0,1476.0,11.55,33.5,109.5,188.95
Contraband,Windows 7 64-bit,Windows 10 32-bit,DirectX 11,59 GB,36.5,59 GB,32.0,5.0,3.3,18.0,36.5,2048.0,1451.0,11.55,31.5,79.0,185.75
The Sims 4 Star Wars: Journey to Batuu,Windows XP 32-bit,Windows 10 64-bit,DirectX 9,9 GB,36.5,9 GB,97.5,1.5,3.5,32.0,36.5,192.0,437.5,9.0,0.0,0.0,14.0
Model Builder,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,4 GB,0.0,4 GB,33.5,3.0,3.0,14.0,0.0,1536.0,1313.0,11.5,22.0,53.5,116.05
Mod and Play,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,0MB,36.5,1 GB,38.5,4.0,3.25,32.0,36.5,1152.0,943.5,11.0,26.5,42.0,134.15
Sleeping Dogs: Street Racer,Windows Vista 32-bit,Windows 7 64-bit,DirectX 10,1 GB,35.0,1 GB,65.0,2.0,2.215,65.0,35.0,768.0,900.5,11.0,14.5,25.0,76.85
Tigers on the Hunt,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0,130.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Starship Corporation,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,2 GB,33.5,2 GB,32.0,6.0,3.45,27.0,33.5,768.0,450.0,10.6,3.0,6.5,7.2
Fokus,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Bang-On Balls: Chronicles,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,3 GB,0.0,3 GB,14.0,4.0,3.2,13.0,0.0,2048.0,1351.0,11.1,26.5,69.0,148.89999999999998
Sam and Max Save the World Remastered,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,2 GB,36.5,2 GB,55.0,2.0,3.0,55.0,36.5,1024.0,1013.5,11.05,13.0,25.5,64.85
The Old Tree,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Brothers: A Tale of Two Sons,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,6 GB,37.0,6 GB,65.0,2.0,3.23,45.0,37.0,128.0,255.0,10.05,4.0,14.0,8.15
Skul: The Hero Slayer,Windows 7 32-bit,Windows 10 64-bit,DirectX 9,0MB,36.5,0MB,32.0,5.0,3.15,32.0,36.5,768.0,1026.0,11.0,12.0,25.0,65.65
Warface,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,6 GB,0.0,6 GB,77.5,2.0,3.0650000000000004,67.5,0.0,256.0,850.0,9.5,2.0,4.5,43.2
City Car Driving,Windows 7 64-bit,Windows XP 32-bit,DirectX 11,10 GB,71.5,10 GB,45.0,2.0,3.4000000000000004,32.0,71.5,2048.0,900.0,11.6,11.0,24.0,28.8
Sonic Generations,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,11 GB,36.5,11 GB,65.0,2.0,2.93,45.0,36.5,512.0,850.0,10.0,10.0,22.0,54.400000000000006
Blackbay Asylum,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
D4,Windows 7 64-bit,Windows 8 64-bit,DirectX 11,10 GB,36.5,20 GB,45.0,4.0,4.1,11.0,36.5,1152.0,943.5,11.0,26.5,42.0,134.15
The Legend of HyperStar,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,8 GB,0.0,8 GB,23.0,6.0,3.3,14.0,0.0,1024.0,1751.0,12.05,33.0,62.5,56.05
11-11 Memories Retold,Windows 7 64-bit,0,DirectX 11,6 GB,52.5,6 GB,38.5,4.0,3.7,27.0,52.5,2048.0,1351.0,11.1,28.5,81.5,148.89999999999998
Guardians of Victoria,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,0MB,32.5,0MB,65.0,2.0,3.2,33.5,32.5,512.0,1013.0,10.05,11.0,23.0,64.85
WarBirds 2012,Windows 2000,Windows 2000,DirectX 9,1.5 GB,0.0,1.5 GB,180.0,1.0,2.4665,130.0,0.0,128.0,525.0,9.0,1.5,1.5,28.0
Qbeh-1: The Atlas Cube,Windows Vista 32-bit,Windows 7 32-bit,DirectX 9,3 GB,66.5,3 GB,45.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Kick Ass Commandos,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Alpha Polaris,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,2 GB,0.0,2 GB,155.0,1.0,2.5835,110.0,0.0,192.0,337.5,9.0,0.0,0.0,5.4
Streets of Moscow,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,72.5,3 GB,110.0,1.0,2.2,77.5,72.5,192.0,304.0,9.0,1.0,1.0,4.85
Stars in Shadow,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,0,65.5,0,65.0,2.0,2.515,65.0,65.5,1280.0,900.0,10.6,8.0,25.0,43.2
Continents,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Pixel Galaxy,Windows 7 32-bit,Windows 7 32-bit,DirectX 9,0MB,32.5,0MB,65.0,2.0,3.2,33.5,32.5,512.0,850.0,10.05,11.0,28.5,54.400000000000006
Battlerite,Windows 7 32-bit,Windows 7 64-bit,DirectX 9,1.5 GB,32.5,1.5 GB,45.0,2.0,3.2,33.5,32.5,768.0,450.0,10.6,3.0,6.5,7.2
Jagged Alliance: Back in Action,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,3 GB,71.5,3 GB,65.0,2.0,3.05,38.5,71.5,320.0,750.0,9.5,3.5,13.0,41.6
Biker Garage: Mechanic Simulator,Windows 7 64-bit,Windows 10 64-bit,DirectX 11,5 GB,36.5,5 GB,27.0,6.0,3.65,27.0,36.5,4096.0,1501.5,11.6,63.5,137.5,272.2
Gear Up,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,1 GB,36.0,1 GB,180.0,1.0,1.85,65.0,36.0,320.0,550.0,9.5,1.0,2.5,6.8
Warlock 2: The Exiled,Windows Vista 64-bit,Windows 7 64-bit,DirectX 9,0,63.5,0,67.5,2.0,3.3,33.5,63.5,640.0,850.0,10.5,14.5,23.0,75.2
Stronghold Crusader 2,Windows XP 32-bit,Windows 7 64-bit,DirectX 9,6 GB,37.0,6 GB,77.5,2.0,3.05,45.0,37.0,512.0,864.0,10.0,11.0,23.0,81.8
Midnight Club 2,Windows 98,Windows XP 32-bit,DirectX 9,1.6 GB,0.0,1.6 GB,180.0,1.0,1.83,155.0,0.0,0.0,0.0,9.5,0.0,0.0,0.0
Forza Motorsport 7,Windows 10 64-bit,Windows 10 64-bit,DirectX 12,55 GB,36.5,55 GB,45.0,4.0,3.6,27.0,36.5,2048.0,1012.5,11.6,15.5,35.0,50.4
Citadel: Forged with Fire,Windows 7 64-bit,Windows 7 64-bit,DirectX 10,20 GB,36.5,20 GB,33.5,2.5,3.45,32.0,36.5,2560.0,1451.5,11.6,34.0,80.5,172.9
Gratuitous Space Battles: The Tribe,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,39.0,0MB,180.0,1.0,1.75,65.0,39.0,192.0,437.5,9.0,0.0,0.0,14.0
Yonder: The Cloud Catcher Chronicles,Windows Vista 64-bit,Windows 7 64-bit,DirectX 11,20 GB,36.5,20 GB,38.5,3.0,3.95,27.0,36.5,1536.0,1425.0,11.15,15.5,53.5,91.2
Underworld Ascendant,Windows 10 64-bit,Windows 10 64-bit,DirectX 11,45 GB,0.0,45 GB,14.0,4.0,3.3,14.0,0.0,2048.0,1426.5,11.6,35.0,68.5,129.7
Death Cabin,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Tetrobot and Co.,Windows XP 32-bit,Windows 7 32-bit,DirectX 9,1 GB,0.0,0MB,38.5,3.0,2.4165,110.0,0.0,32.0,125.0,9.05,1.0,2.0,2.0
Lords of Xulima,Windows XP 32-bit,Windows XP 32-bit,DirectX 9,0MB,66.5,0MB,180.0,1.0,2.1,77.5,66.5,320.0,550.0,9.5,1.0,2.5,6.8
Sword Coast Legends,Windows XP 32-bit,Windows 7 64-bit,DirectX 11,20 GB,67.5,20 GB,65.0,2.0,3.3,38.5,67.5,512.0,946.5,10.05,10.0,29.5,60.6
